site	ind	dep	BF
VTR2Aa_336	-115.175631	-123.111753	-15.872244
VTR2Aa_338	-127.916804	-136.413759	-16.99391
VTR2Aa_340	-115.247979	-122.422911	-14.349864
VTR2Aa_341	-120.205873	-126.873385	-13.335024
VTR2Aa_343	-128.396012	-138.437994	-20.083964
VTR2Aa_347	-119.769238	-127.739241	-15.940006
VTR2Aa_348	-134.529224	-144.282712	-19.506976
VTR2Aa_351	-128.89733	-138.067711	-18.340762
VTR2Aa_352	-115.953574	-121.433736	-10.960324
VTR2Aa_357	-110.277454	-116.786051	-13.017194
VTR2Aa_361	-115.537085	-123.863841	-16.653512
VTR2Aa_362	-115.897493	-124.064348	-16.33371
VTR2Aa_363	-160.737979	-184.762922	-48.049886
VTR2Aa_364	-115.63747	-121.549415	-11.82389
VTR2Aa_365	-127.617482	-140.67664	-26.118316
VTR2Aa_369	-137.279459	-145.841787	-17.124656
VTR2Aa_36	-116.373441	-124.375701	-16.00452
VTR2Aa_371	-141.957954	-154.659045	-25.402182
VTR2Aa_372	-120.99659	-127.921129	-13.849078
VTR2Aa_374	-115.362537	-122.981265	-15.237456
VTR2Aa_377	-131.619719	-142.369207	-21.498976
VTR2Aa_37	-114.447338	-122.70968	-16.524684
VTR2Aa_380	-126.963856	-138.014119	-22.100526
VTR2Aa_383	-111.185962	-116.182502	-9.99307999999999
VTR2Aa_389	-128.005342	-133.218109	-10.425534
VTR2Aa_390	-115.568843	-123.400561	-15.663436
VTR2Aa_392	-129.552864	-142.515618	-25.925508
VTR2Aa_393	-124.193324	-131.564314	-14.74198
VTR2Aa_395	-120.946452	-126.743385	-11.593866
VTR2Aa_41	-115.954597	-122.62878	-13.348366
VTR2Aa_438	-111.101267	-116.738809	-11.275084
VTR2Aa_449	-115.609336	-123.270902	-15.323132
VTR2Aa_473	-115.593101	-121.83523	-12.484258
VTR2Aa_480	-119.538211	-126.115264	-13.154106
VTR2Aa_485	-139.148374	-155.347511	-32.398274
VTR2Aa_498	-131.418959	-142.630018	-22.422118
VTR2Aa_499	-132.713111	-144.588402	-23.750582
VTR2Aa_500	-132.085882	-142.84139	-21.511016
VTR2Aa_501	-131.719373	-142.391766	-21.344786
VTR2Aa_502	-131.495563	-143.79373	-24.596334
VTR2Aa_506	-116.18916	-122.247566	-12.116812
VTR2Aa_508	-127.216141	-139.351887	-24.271492
VTR2Aa_57	-126.589333	-134.647733	-16.1168
VTR2Aa_58	-115.77212	-123.702396	-15.860552
VTR2Aa_60	-127.503017	-139.154603	-23.303172
VTR2Aa_61	-142.94032	-159.383863	-32.887086
VTR2Aa_62	-110.197997	-119.21079	-18.025586
VTR2Aa_67	-126.925245	-139.325207	-24.799924
VTR2Aa_70	-128.287429	-144.87376	-33.172662
VTR2Aa_71	-115.911634	-122.356488	-12.889708
VTR2Aa_74	-115.752983	-121.716037	-11.926108
VTR2Aa_78	-138.005017	-144.505105	-13.000176
VTR2Ab.tr1_102	-127.923633	-139.029625	-22.211984
VTR2Ab.tr1_104	-127.60914	-139.383306	-23.548332
VTR2Ab.tr1_11	-124.458933	-130.669794	-12.421722
VTR2Ab.tr1_127	-132.453222	-157.256724	-49.607004
VTR2Ab.tr1_13	-129.154515	-148.159625	-38.01022
VTR2Ab.tr1_148	-115.738563	-122.754288	-14.03145
VTR2Ab.tr1_150	-116.089622	-123.025833	-13.872422
VTR2Ab.tr1_151	-115.61848	-122.64727	-14.05758
VTR2Ab.tr1_155	-115.328264	-123.517558	-16.378588
VTR2Ab.tr1_156	-144.482274	-150.135653	-11.306758
VTR2Ab.tr1_158	-131.60506	-138.608145	-14.00617
VTR2Ab.tr1_159	-135.991905	-142.350026	-12.716242
VTR2Ab.tr1_15	-114.629352	-123.026425	-16.794146
VTR2Ab.tr1_163	-126.732716	-135.529974	-17.594516
VTR2Ab.tr1_16	-120.08558	-126.626144	-13.081128
VTR2Ab.tr1_17	-135.974229	-147.759331	-23.570204
VTR2Ab.tr1_18	-127.183528	-134.58719	-14.807324
VTR2Ab.tr1_191	-115.713257	-123.118186	-14.809858
VTR2Ab.tr1_19	-130.026686	-150.945267	-41.837162
VTR2Ab.tr1_206	-119.848668	-127.597258	-15.49718
VTR2Ab.tr1_207	-116.074628	-123.519622	-14.889988
VTR2Ab.tr1_211	-142.732893	-254.656939	-223.848092
VTR2Ab.tr1_212	-115.939066	-122.174356	-12.47058
VTR2Ab.tr1_216	-115.280863	-122.735595	-14.909464
VTR2Ab.tr1_219	-115.987148	-122.978048	-13.9818
VTR2Ab.tr1_226	-115.601583	-123.304767	-15.406368
VTR2Ab.tr1_237	-120.698837	-126.135221	-10.872768
VTR2Ab.tr1_238	-109.991472	-117.01282	-14.042696
VTR2Ab.tr1_240	-115.868319	-121.695757	-11.654876
VTR2Ab.tr1_241	-129.69815	-174.43228	-89.46826
VTR2Ab.tr1_243	-115.649535	-122.669479	-14.039888
VTR2Ab.tr1_247	-115.744603	-123.169557	-14.849908
VTR2Ab.tr1_24	-119.769459	-127.429125	-15.319332
VTR2Ab.tr1_252	-115.050938	-122.865522	-15.629168
VTR2Ab.tr1_255	-127.471357	-135.005899	-15.069084
VTR2Ab.tr1_258	-181.526469	-254.711959	-146.37098
VTR2Ab.tr1_259	-124.563819	-134.03113	-18.934622
VTR2Ab.tr1_260	-115.245044	-122.300293	-14.110498
VTR2Ab.tr1_261	-123.994971	-133.382065	-18.774188
VTR2Ab.tr1_262	-159.636997	-169.023154	-18.772314
VTR2Ab.tr1_268	-123.771368	-130.95937	-14.376004
VTR2Ab.tr1_270	-120.7335	-129.04395	-16.6209
VTR2Ab.tr1_272	-128.082146	-137.319775	-18.475258
VTR2Ab.tr1_273	-115.916686	-121.791106	-11.74884
VTR2Ab.tr1_274	-116.017692	-123.669218	-15.303052
VTR2Ab.tr1_275	-151.432595	-164.913728	-26.962266
VTR2Ab.tr1_279	-115.229544	-122.537638	-14.616188
VTR2Ab.tr1_281	-116.186977	-123.267858	-14.161762
VTR2Ab.tr1_283	-148.557376	-158.515344	-19.915936
VTR2Ab.tr1_286	-137.882511	-148.158462	-20.551902
VTR2Ab.tr1_287	-139.764104	-146.099537	-12.670866
VTR2Ab.tr1_288	-161.024471	-166.611532	-11.174122
VTR2Ab.tr1_290	-114.747041	-123.035109	-16.576136
VTR2Ab.tr1_299	-139.493992	-161.216953	-43.445922
VTR2Ab.tr1_29	-115.169855	-124.466711	-18.593712
VTR2Ab.tr1_300	-131.127102	-141.73795	-21.221696
VTR2Ab.tr1_301	-117.667182	-126.106124	-16.877884
VTR2Ab.tr1_302	-126.147537	-138.23583	-24.176586
VTR2Ab.tr1_304	-137.78566	-145.580858	-15.590396
VTR2Ab.tr1_307	-125.125536	-132.409314	-14.567556
VTR2Ab.tr1_30	-138.848771	-160.042603	-42.387664
VTR2Ab.tr1_312	-116.089736	-122.523992	-12.868512
VTR2Ab.tr1_315	-120.565447	-128.519416	-15.907938
VTR2Ab.tr1_317	-183.205719	-200.576779	-34.74212
VTR2Ab.tr1_319	-140.910601	-156.78933	-31.757458
VTR2Ab.tr1_323	-140.086011	-147.803401	-15.43478
VTR2Ab.tr1_325	-127.084474	-138.287002	-22.405056
VTR2Ab.tr1_335	-132.323274	-144.352839	-24.05913
VTR2Ab.tr1_336	-120.302444	-125.569049	-10.53321
VTR2Ab.tr1_339	-115.818201	-121.797294	-11.958186
VTR2Ab.tr1_343	-124.389817	-131.794279	-14.808924
VTR2Ab.tr1_344	-115.623076	-123.115802	-14.985452
VTR2Ab.tr1_347	-128.878717	-141.129698	-24.501962
VTR2Ab.tr1_34	-115.881626	-121.952464	-12.141676
VTR2Ab.tr1_352	-115.774959	-120.455271	-9.360624
VTR2Ab.tr1_356	-140.343199	-153.108292	-25.530186
VTR2Ab.tr1_35	-109.982552	-117.02619	-14.087276
VTR2Ab.tr1_363	-126.989669	-134.401087	-14.822836
VTR2Ab.tr1_43	-115.904371	-121.169018	-10.529294
VTR2Ab.tr1_49	-115.667554	-121.611315	-11.887522
VTR2Ab.tr1_4	-110.447447	-116.689616	-12.484338
VTR2Ab.tr1_53	-126.788932	-140.897376	-28.216888
VTR2Ab.tr1_68	-128.681802	-135.094299	-12.824994
VTR2Ab.tr1_6	-120.673107	-127.951891	-14.557568
VTR2Ab.tr1_9	-126.469632	-137.873958	-22.808652
VTR2Ab.tr2_102	-127.37347	-138.537881	-22.328822
VTR2Ab.tr2_104	-128.595355	-140.119561	-23.048412
VTR2Ab.tr2_11	-124.381818	-130.265284	-11.766932
VTR2Ab.tr2_127	-132.516635	-154.068367	-43.103464
VTR2Ab.tr2_13	-129.950939	-147.960598	-36.019318
VTR2Ab.tr2_148	-115.545591	-124.039191	-16.9872
VTR2Ab.tr2_150	-115.660318	-123.516225	-15.711814
VTR2Ab.tr2_151	-115.510944	-122.787253	-14.552618
VTR2Ab.tr2_155	-116.647641	-123.224422	-13.153562
VTR2Ab.tr2_156	-143.925441	-151.318771	-14.78666
VTR2Ab.tr2_158	-130.805434	-142.453799	-23.29673
VTR2Ab.tr2_159	-136.294917	-141.593539	-10.597244
VTR2Ab.tr2_15	-114.855275	-125.220455	-20.73036
VTR2Ab.tr2_163	-126.495393	-136.003524	-19.016262
VTR2Ab.tr2_16	-119.430136	-126.706716	-14.55316
VTR2Ab.tr2_17	-136.975689	-147.028349	-20.10532
VTR2Ab.tr2_18	-126.818598	-134.748383	-15.85957
VTR2Ab.tr2_191	-115.570281	-122.923601	-14.70664
VTR2Ab.tr2_19	-129.743424	-152.514851	-45.542854
VTR2Ab.tr2_206	-120.215829	-128.463412	-16.495166
VTR2Ab.tr2_207	-115.671892	-122.667132	-13.99048
VTR2Ab.tr2_211	-142.941093	-269.938828	-253.99547
VTR2Ab.tr2_212	-115.600206	-121.551075	-11.901738
VTR2Ab.tr2_216	-116.137584	-122.357581	-12.439994
VTR2Ab.tr2_219	-115.448201	-121.920148	-12.943894
VTR2Ab.tr2_226	-115.806692	-123.053662	-14.49394
VTR2Ab.tr2_237	-120.622728	-127.184948	-13.12444
VTR2Ab.tr2_238	-110.523688	-117.088843	-13.13031
VTR2Ab.tr2_240	-115.642057	-121.403982	-11.52385
VTR2Ab.tr2_241	-128.84462	-176.981998	-96.274756
VTR2Ab.tr2_243	-115.890278	-123.160244	-14.539932
VTR2Ab.tr2_247	-115.448065	-122.279534	-13.662938
VTR2Ab.tr2_24	-120.200964	-126.50831	-12.614692
VTR2Ab.tr2_252	-115.397112	-123.034762	-15.2753
VTR2Ab.tr2_255	-126.047032	-134.526159	-16.958254
VTR2Ab.tr2_258	-180.406169	-254.815341	-148.818344
VTR2Ab.tr2_259	-124.564567	-133.959016	-18.788898
VTR2Ab.tr2_260	-115.359718	-123.567484	-16.415532
VTR2Ab.tr2_261	-124.248099	-133.207163	-17.918128
VTR2Ab.tr2_262	-159.484387	-172.542499	-26.116224
VTR2Ab.tr2_268	-124.04174	-132.292398	-16.501316
VTR2Ab.tr2_270	-120.133965	-127.532235	-14.79654
VTR2Ab.tr2_272	-128.552536	-137.547174	-17.989276
VTR2Ab.tr2_273	-116.030248	-120.872788	-9.68508
VTR2Ab.tr2_274	-115.188631	-122.70756	-15.037858
VTR2Ab.tr2_275	-152.215757	-165.121978	-25.812442
VTR2Ab.tr2_279	-115.532463	-122.067359	-13.069792
VTR2Ab.tr2_281	-115.214945	-122.820921	-15.211952
VTR2Ab.tr2_283	-149.100311	-158.47227	-18.743918
VTR2Ab.tr2_286	-138.760572	-147.205686	-16.890228
VTR2Ab.tr2_287	-137.7221	-148.116202	-20.788204
VTR2Ab.tr2_288	-160.911086	-273.816372	-225.810572
VTR2Ab.tr2_290	-115.41	-125.252451	-19.684902
VTR2Ab.tr2_298	-127.048088	-136.379645	-18.663114
VTR2Ab.tr2_29	-116.206223	-123.073401	-13.734356
VTR2Ab.tr2_301	-109.936109	-115.981919	-12.09162
VTR2Ab.tr2_302	-131.481958	-142.083405	-21.202894
VTR2Ab.tr2_306	-115.931095	-121.281682	-10.701174
VTR2Ab.tr2_309	-124.251466	-130.675427	-12.847922
VTR2Ab.tr2_30	-138.129295	-156.116008	-35.973426
VTR2Ab.tr2_312	-115.355459	-122.15745	-13.603982
VTR2Ab.tr2_313	-120.078183	-127.000345	-13.844324
VTR2Ab.tr2_314	-115.453834	-125.390272	-19.872876
VTR2Ab.tr2_321	-127.731175	-142.922771	-30.383192
VTR2Ab.tr2_345	-125.154079	-131.29571	-12.283262
VTR2Ab.tr2_349	-130.876432	-141.667367	-21.58187
VTR2Ab.tr2_34	-115.053468	-122.646931	-15.186926
VTR2Ab.tr2_35	-110.240839	-117.3051	-14.128522
VTR2Ab.tr2_365	-115.249081	-121.641434	-12.784706
VTR2Ab.tr2_366	-120.295793	-128.290054	-15.988522
VTR2Ab.tr2_369	-127.933177	-138.471441	-21.076528
VTR2Ab.tr2_372	-126.567071	-138.406369	-23.678596
VTR2Ab.tr2_373	-129.558939	-144.206576	-29.295274
VTR2Ab.tr2_377	-115.422857	-122.055414	-13.265114
VTR2Ab.tr2_399	-115.012249	-121.936876	-13.849254
VTR2Ab.tr2_401	-115.592493	-122.133151	-13.081316
VTR2Ab.tr2_404	-128.468624	-137.947152	-18.957056
VTR2Ab.tr2_408	-115.861187	-121.440685	-11.158996
VTR2Ab.tr2_411	-136.425725	-155.505713	-38.159976
VTR2Ab.tr2_412	-114.959324	-122.521779	-15.12491
VTR2Ab.tr2_413	-128.152201	-139.49037	-22.676338
VTR2Ab.tr2_414	-129.023982	-141.531521	-25.015078
VTR2Ab.tr2_419	-127.465301	-141.440114	-27.949626
VTR2Ab.tr2_422	-115.265267	-122.389021	-14.247508
VTR2Ab.tr2_424	-110.627673	-117.420191	-13.585036
VTR2Ab.tr2_425	-154.295794	-167.064404	-25.53722
VTR2Ab.tr2_43	-115.727294	-122.658732	-13.862876
VTR2Ab.tr2_49	-115.275092	-121.116555	-11.682926
VTR2Ab.tr2_4	-111.129095	-117.040154	-11.822118
VTR2Ab.tr2_53	-126.968054	-142.156591	-30.377074
VTR2Ab.tr2_68	-127.862603	-135.092026	-14.458846
VTR2Ab.tr2_6	-119.970312	-127.576383	-15.212142
VTR2Ab.tr2_9	-126.85848	-138.062962	-22.408964
VTR2Ab.tr3_102	-127.465221	-138.162946	-21.39545
VTR2Ab.tr3_104	-127.488593	-138.966481	-22.955776
VTR2Ab.tr3_11	-124.414228	-131.351913	-13.87537
VTR2Ab.tr3_127	-132.477685	-155.279221	-45.603072
VTR2Ab.tr3_13	-129.776733	-144.727513	-29.90156
VTR2Ab.tr3_148	-116.075865	-124.321814	-16.491898
VTR2Ab.tr3_150	-115.208769	-122.582175	-14.746812
VTR2Ab.tr3_151	-115.892251	-123.024339	-14.264176
VTR2Ab.tr3_155	-116.171365	-123.648962	-14.955194
VTR2Ab.tr3_156	-144.530497	-151.140608	-13.220222
VTR2Ab.tr3_158	-131.437895	-138.939235	-15.00268
VTR2Ab.tr3_159	-136.323876	-141.229374	-9.81099599999999
VTR2Ab.tr3_15	-115.678613	-123.913097	-16.468968
VTR2Ab.tr3_163	-127.393266	-134.375198	-13.963864
VTR2Ab.tr3_16	-120.002594	-127.389598	-14.774008
VTR2Ab.tr3_17	-136.54933	-148.470634	-23.842608
VTR2Ab.tr3_18	-128.170905	-136.506427	-16.671044
VTR2Ab.tr3_191	-115.707772	-123.646444	-15.877344
VTR2Ab.tr3_19	-129.355971	-152.125538	-45.539134
VTR2Ab.tr3_206	-120.271745	-128.991675	-17.43986
VTR2Ab.tr3_207	-115.815816	-123.622311	-15.61299
VTR2Ab.tr3_211	-142.221056	-152.203573	-19.965034
VTR2Ab.tr3_212	-116.918189	-122.663689	-11.491
VTR2Ab.tr3_216	-114.983555	-123.543235	-17.11936
VTR2Ab.tr3_219	-115.455761	-121.998515	-13.085508
VTR2Ab.tr3_226	-115.939358	-123.488484	-15.098252
VTR2Ab.tr3_237	-120.466024	-127.105381	-13.278714
VTR2Ab.tr3_238	-110.909178	-117.873362	-13.928368
VTR2Ab.tr3_240	-115.280838	-121.589055	-12.616434
VTR2Ab.tr3_241	-128.866927	-272.571431	-287.409008
VTR2Ab.tr3_243	-115.43653	-122.195467	-13.517874
VTR2Ab.tr3_247	-115.017836	-123.080603	-16.125534
VTR2Ab.tr3_24	-120.596765	-129.65915	-18.12477
VTR2Ab.tr3_252	-115.449562	-123.46956	-16.039996
VTR2Ab.tr3_255	-127.298075	-136.274596	-17.953042
VTR2Ab.tr3_258	-175.559194	-189.967004	-28.81562
VTR2Ab.tr3_259	-125.663415	-132.458449	-13.590068
VTR2Ab.tr3_260	-115.484105	-122.319625	-13.67104
VTR2Ab.tr3_261	-124.447469	-132.138029	-15.38112
VTR2Ab.tr3_262	-163.175892	-173.325068	-20.298352
VTR2Ab.tr3_268	-124.376101	-130.599024	-12.445846
VTR2Ab.tr3_270	-120.332057	-127.612867	-14.56162
VTR2Ab.tr3_272	-127.854735	-137.381272	-19.053074
VTR2Ab.tr3_273	-115.143346	-122.324985	-14.363278
VTR2Ab.tr3_274	-115.472648	-121.390427	-11.835558
VTR2Ab.tr3_275	-152.211708	-165.229826	-26.036236
VTR2Ab.tr3_279	-115.882282	-123.883383	-16.002202
VTR2Ab.tr3_281	-116.687074	-122.665762	-11.957376
VTR2Ab.tr3_283	-148.706565	-157.891178	-18.369226
VTR2Ab.tr3_286	-138.314658	-152.145826	-27.662336
VTR2Ab.tr3_287	-139.413602	-147.078194	-15.329184
VTR2Ab.tr3_288	-160.308244	-167.739646	-14.862804
VTR2Ab.tr3_290	-115.865445	-124.247017	-16.763144
VTR2Ab.tr3_298	-126.500878	-136.060461	-19.119166
VTR2Ab.tr3_29	-115.486634	-122.499034	-14.0248
VTR2Ab.tr3_301	-110.926371	-116.480569	-11.108396
VTR2Ab.tr3_302	-130.209403	-142.537589	-24.656372
VTR2Ab.tr3_306	-115.029193	-121.598679	-13.138972
VTR2Ab.tr3_309	-124.818789	-130.825747	-12.013916
VTR2Ab.tr3_30	-138.983992	-158.693694	-39.419404
VTR2Ab.tr3_312	-116.069105	-121.178567	-10.218924
VTR2Ab.tr3_313	-120.005859	-127.979137	-15.946556
VTR2Ab.tr3_314	-116.218518	-123.067754	-13.698472
VTR2Ab.tr3_321	-129.226916	-143.151801	-27.84977
VTR2Ab.tr3_345	-124.261911	-131.178811	-13.8338
VTR2Ab.tr3_349	-129.764465	-141.55498	-23.58103
VTR2Ab.tr3_34	-115.957954	-123.10618	-14.296452
VTR2Ab.tr3_35	-109.958288	-116.780957	-13.645338
VTR2Ab.tr3_365	-114.895351	-122.752372	-15.714042
VTR2Ab.tr3_366	-120.11097	-127.970625	-15.71931
VTR2Ab.tr3_369	-126.993139	-139.581319	-25.17636
VTR2Ab.tr3_373	-115.91777	-122.536199	-13.236858
VTR2Ab.tr3_374	-119.202218	-128.465147	-18.525858
VTR2Ab.tr3_376	-140.6808	-144.948882	-8.53616399999999
VTR2Ab.tr3_377	-148.108216	-151.690021	-7.16361000000001
VTR2Ab.tr3_378	-147.084549	-153.228436	-12.287774
VTR2Ab.tr3_379	-147.963679	-152.181956	-8.436554
VTR2Ab.tr3_380	-135.330549	-154.301628	-37.942158
VTR2Ab.tr3_381	-147.361161	-150.535349	-6.34837599999997
VTR2Ab.tr3_382	-147.750727	-151.705621	-7.90978799999999
VTR2Ab.tr3_383	-148.529915	-153.678234	-10.296638
VTR2Ab.tr3_43	-115.530874	-121.940578	-12.819408
VTR2Ab.tr3_49	-115.632124	-121.69204	-12.119832
VTR2Ab.tr3_4	-110.234184	-116.701779	-12.93519
VTR2Ab.tr3_53	-127.746621	-140.718954	-25.944666
VTR2Ab.tr3_68	-128.257882	-135.584208	-14.652652
VTR2Ab.tr3_6	-119.558129	-127.476948	-15.837638
VTR2Ab.tr3_9	-126.398283	-138.474928	-24.15329
VTR2Ba_103	-115.461207	-122.734069	-14.545724
VTR2Ba_114	-124.481195	-132.035295	-15.1082
VTR2Ba_116	-116.249089	-123.486291	-14.474404
VTR2Ba_118	-110.196262	-116.883142	-13.37376
VTR2Ba_11	-114.281834	-120.986485	-13.409302
VTR2Ba_13	-115.627752	-121.818586	-12.381668
VTR2Ba_146	-115.48574	-123.13867	-15.30586
VTR2Ba_14	-135.651692	-143.137149	-14.970914
VTR2Ba_154	-115.339532	-121.402587	-12.12611
VTR2Ba_157	-116.059368	-122.673961	-13.229186
VTR2Ba_158	-127.224908	-139.651092	-24.852368
VTR2Ba_15	-131.624677	-138.704098	-14.158842
VTR2Ba_165	-120.966424	-128.523765	-15.114682
VTR2Ba_16	-128.338023	-136.042796	-15.409546
VTR2Ba_172	-110.51474	-117.067798	-13.106116
VTR2Ba_17	-141.541937	-153.34364	-23.603406
VTR2Ba_188	-115.359475	-123.770907	-16.822864
VTR2Ba_18	-124.392503	-130.26079	-11.736574
VTR2Ba_190	-139.39489	-147.076917	-15.364054
VTR2Ba_192	-115.30366	-123.362982	-16.118644
VTR2Ba_198	-116.178565	-122.839613	-13.322096
VTR2Ba_199	-124.992624	-131.103949	-12.22265
VTR2Ba_19	-115.773468	-123.981187	-16.415438
VTR2Ba_204	-120.013003	-128.445405	-16.864804
VTR2Ba_205	-110.438669	-116.038133	-11.198928
VTR2Ba_209	-127.498332	-138.501967	-22.00727
VTR2Ba_216	-115.679602	-122.157499	-12.955794
VTR2Ba_217	-115.505682	-121.456331	-11.901298
VTR2Ba_21	-131.398495	-139.854325	-16.91166
VTR2Ba_224	-115.630464	-122.018799	-12.77667
VTR2Ba_228	-120.459621	-126.754442	-12.589642
VTR2Ba_22	-134.0444	-141.433242	-14.777684
VTR2Ba_230	-120.167758	-126.842262	-13.349008
VTR2Ba_231	-110.222586	-116.768153	-13.091134
VTR2Ba_233	-119.791906	-126.317759	-13.051706
VTR2Ba_234	-124.053005	-131.613713	-15.121416
VTR2Ba_236	-124.33072	-131.009192	-13.356944
VTR2Ba_238	-132.007952	-144.576911	-25.137918
VTR2Ba_24	-114.933685	-124.056122	-18.244874
VTR2Ba_255	-141.872107	-152.562139	-21.380064
VTR2Ba_259	-134.775377	-145.373503	-21.196252
VTR2Ba_25	-114.122329	-120.459005	-12.673352
VTR2Ba_261	-128.064473	-140.153236	-24.177526
VTR2Ba_263	-115.908782	-122.785399	-13.753234
VTR2Ba_279	-138.515681	-150.25192	-23.472478
VTR2Ba_284	-120.319148	-127.841793	-15.04529
VTR2Ba_287	-128.790912	-135.603525	-13.625226
VTR2Ba_290	-128.881123	-136.20885	-14.655454
VTR2Ba_291	-119.757038	-127.094246	-14.674416
VTR2Ba_294	-120.366773	-127.119711	-13.505876
VTR2Ba_29	-127.447581	-138.467967	-22.040772
VTR2Ba_300	-124.834649	-131.528942	-13.388586
VTR2Ba_30	-115.972908	-122.897665	-13.849514
VTR2Ba_315	-115.19268	-122.969726	-15.554092
VTR2Ba_318	-115.378515	-125.227643	-19.698256
VTR2Ba_319	-136.190992	-152.246529	-32.111074
VTR2Ba_321	-128.544522	-135.399028	-13.709012
VTR2Ba_323	-120.903998	-126.871413	-11.93483
VTR2Ba_325	-116.204181	-123.819896	-15.23143
VTR2Ba_330	-126.844729	-135.995065	-18.300672
VTR2Ba_339	-115.949409	-123.820019	-15.74122
VTR2Ba_33	-128.349913	-138.291195	-19.882564
VTR2Ba_340	-116.274519	-122.942083	-13.335128
VTR2Ba_342	-110.596195	-117.163487	-13.134584
VTR2Ba_343	-119.981112	-126.296962	-12.6317
VTR2Ba_345	-120.387947	-127.043391	-13.310888
VTR2Ba_351	-115.784574	-123.363413	-15.157678
VTR2Ba_356	-115.884175	-121.067615	-10.36688
VTR2Ba_36	-110.163529	-116.276076	-12.225094
VTR2Ba_3	-126.406561	-138.011348	-23.209574
VTR2Ba_40	-110.433215	-116.869308	-12.872186
VTR2Ba_44	-110.842229	-118.387997	-15.091536
VTR2Ba_51	-115.998282	-122.632385	-13.268206
VTR2Ba_55	-111.248022	-116.31587	-10.135696
VTR2Ba_59	-115.586251	-122.00162	-12.830738
VTR2Ba_5	-127.739322	-135.151105	-14.823566
VTR2Ba_70	-125.492814	-130.35428	-9.72293199999999
VTR2Ba_72	-115.865596	-123.328412	-14.925632
VTR2Ba_87	-132.796841	-145.477268	-25.360854
VTR2Ba_8	-116.24439	-122.864219	-13.239658
VTR2Ba_92	-111.052207	-116.625196	-11.145978
VTR2Bb.tr1_101	-116.476849	-122.806931	-12.660164
VTR2Bb.tr1_102	-115.874008	-121.425225	-11.102434
VTR2Bb.tr1_104	-115.819202	-122.923503	-14.208602
VTR2Bb.tr1_118	-115.921153	-122.523274	-13.204242
VTR2Bb.tr1_119	-124.063166	-131.894123	-15.661914
VTR2Bb.tr1_135	-115.392223	-121.672906	-12.561366
VTR2Bb.tr1_136	-116.63619	-121.605753	-9.93912600000002
VTR2Bb.tr1_144	-115.221179	-123.187042	-15.931726
VTR2Bb.tr1_147	-127.154544	-139.524441	-24.739794
VTR2Bb.tr1_14	-147.65297	-156.62695	-17.94796
VTR2Bb.tr1_150	-115.659543	-122.901763	-14.48444
VTR2Bb.tr1_166	-127.301245	-139.200816	-23.799142
VTR2Bb.tr1_167	-115.44015	-123.145565	-15.41083
VTR2Bb.tr1_168	-115.496447	-122.488454	-13.984014
VTR2Bb.tr1_169	-120.241793	-125.864836	-11.246086
VTR2Bb.tr1_174	-126.71933	-137.463988	-21.489316
VTR2Bb.tr1_176	-115.142222	-122.765916	-15.247388
VTR2Bb.tr1_177	-128.249382	-139.103331	-21.707898
VTR2Bb.tr1_17	-126.404197	-135.909046	-19.009698
VTR2Bb.tr1_180	-110.142052	-116.330469	-12.376834
VTR2Bb.tr1_182	-115.555129	-123.848845	-16.587432
VTR2Bb.tr1_18	-115.178192	-122.768034	-15.179684
VTR2Bb.tr1_198	-115.130207	-122.581487	-14.90256
VTR2Bb.tr1_200	-115.564965	-122.996946	-14.863962
VTR2Bb.tr1_205	-115.215036	-121.342766	-12.25546
VTR2Bb.tr1_207	-115.119309	-122.245997	-14.253376
VTR2Bb.tr1_20	-132.461576	-144.515304	-24.107456
VTR2Bb.tr1_21	-120.014652	-126.20485	-12.380396
VTR2Bb.tr1_227	-110.374691	-116.50669	-12.263998
VTR2Bb.tr1_228	-115.224225	-121.875266	-13.302082
VTR2Bb.tr1_230	-128.351634	-139.488723	-22.274178
VTR2Bb.tr1_231	-115.651005	-122.08068	-12.85935
VTR2Bb.tr1_232	-120.512294	-128.734441	-16.444294
VTR2Bb.tr1_234	-115.345222	-122.624105	-14.557766
VTR2Bb.tr1_235	-115.571107	-122.260056	-13.377898
VTR2Bb.tr1_243	-125.139873	-131.810369	-13.340992
VTR2Bb.tr1_249	-114.886298	-121.257955	-12.743314
VTR2Bb.tr1_24	-115.594999	-122.904759	-14.61952
VTR2Bb.tr1_250	-120.500563	-125.895976	-10.790826
VTR2Bb.tr1_251	-120.246659	-126.142354	-11.79139
VTR2Bb.tr1_254	-110.014291	-117.52178	-15.014978
VTR2Bb.tr1_256	-115.771502	-123.775533	-16.008062
VTR2Bb.tr1_259	-120.575689	-127.5992	-14.047022
VTR2Bb.tr1_25	-115.906609	-120.888935	-9.964652
VTR2Bb.tr1_260	-148.861583	-156.386252	-15.049338
VTR2Bb.tr1_261	-120.245196	-127.752736	-15.01508
VTR2Bb.tr1_263	-120.458245	-126.341423	-11.766356
VTR2Bb.tr1_268	-129.330288	-137.582405	-16.504234
VTR2Bb.tr1_26	-142.670438	-151.617236	-17.893596
VTR2Bb.tr1_271	-129.443732	-136.44607	-14.004676
VTR2Bb.tr1_272	-115.670361	-122.045178	-12.749634
VTR2Bb.tr1_27	-131.724129	-139.994553	-16.540848
VTR2Bb.tr1_283	-115.944224	-123.897377	-15.906306
VTR2Bb.tr1_284	-110.663521	-117.394583	-13.462124
