Steppingstone sampler:
        No Stones:                  1000
        Start It:                   10000001
        It Per Stone:               20000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
363	0.322584	15000	-0.156826	-78.601495
364	0.321317	15000	-0.156799	-78.758294
365	0.320054	15000	-0.156742	-78.915036
366	0.318793	15000	-0.156331	-79.071367
367	0.317536	15000	-0.156381	-79.227748
368	0.316281	15000	-0.155420	-79.383169
369	0.315030	15000	-0.155055	-79.538224
370	0.313781	15000	-0.154131	-79.692355
371	0.312535	15000	-0.154540	-79.846894
372	0.311293	15000	-0.154275	-80.001169
373	0.310053	15000	-0.153452	-80.154622
374	0.308816	15000	-0.152939	-80.307561
375	0.307582	15000	-0.152304	-80.459866
376	0.306352	15000	-0.153081	-80.612946
377	0.305124	15000	-0.152280	-80.765226
378	0.303899	15000	-0.152393	-80.917619
379	0.302677	15000	-0.151741	-81.069360
380	0.301458	15000	-0.151770	-81.221130
381	0.300242	15000	-0.151814	-81.372944
382	0.299029	15000	-0.150390	-81.523334
383	0.297819	15000	-0.150457	-81.673791
384	0.296611	15000	-0.149820	-81.823611
385	0.295407	15000	-0.150154	-81.973765
386	0.294206	15000	-0.149335	-82.123100
387	0.293007	15000	-0.148948	-82.272048
388	0.291812	15000	-0.148877	-82.420924
389	0.290619	15000	-0.148001	-82.568925
390	0.289430	15000	-0.148091	-82.717016
391	0.288243	15000	-0.148961	-82.865977
392	0.287059	15000	-0.147536	-83.013513
393	0.285879	15000	-0.147525	-83.161039
394	0.284701	15000	-0.146604	-83.307643
395	0.283526	15000	-0.147092	-83.454734
396	0.282354	15000	-0.146034	-83.600769
397	0.281184	15000	-0.145787	-83.746556
398	0.280018	15000	-0.144841	-83.891397
399	0.278855	15000	-0.146097	-84.037494
400	0.277694	15000	-0.145055	-84.182549
401	0.276537	15000	-0.145123	-84.327671
402	0.275382	15000	-0.144827	-84.472498
403	0.274230	15000	-0.144272	-84.616771
404	0.273082	15000	-0.144134	-84.760905
405	0.271936	15000	-0.143245	-84.904150
406	0.270793	15000	-0.143353	-85.047503
407	0.269652	15000	-0.142411	-85.189914
408	0.268515	15000	-0.141732	-85.331646
409	0.267381	15000	-0.142472	-85.474118
410	0.266249	15000	-0.141838	-85.615956
411	0.265121	15000	-0.141956	-85.757912
412	0.263995	15000	-0.140819	-85.898731
413	0.262872	15000	-0.140967	-86.039698
414	0.261752	15000	-0.140580	-86.180278
415	0.260635	15000	-0.140411	-86.320689
416	0.259520	15000	-0.139893	-86.460582
417	0.258409	15000	-0.139257	-86.599838
418	0.257300	15000	-0.139311	-86.739149
419	0.256195	15000	-0.139227	-86.878377
420	0.255092	15000	-0.138693	-87.017070
421	0.253992	15000	-0.138092	-87.155162
422	0.252895	15000	-0.138087	-87.293249
423	0.251800	15000	-0.137548	-87.430796
424	0.250709	15000	-0.137796	-87.568593
425	0.249620	15000	-0.137097	-87.705690
426	0.248534	15000	-0.136694	-87.842384
427	0.247451	15000	-0.136985	-87.979369
428	0.246371	15000	-0.135437	-88.114806
429	0.245294	15000	-0.136782	-88.251588
430	0.244220	15000	-0.135883	-88.387471
431	0.243148	15000	-0.136055	-88.523526
432	0.242079	15000	-0.134828	-88.658354
433	0.241013	15000	-0.134113	-88.792467
434	0.239950	15000	-0.133432	-88.925899
435	0.238890	15000	-0.133522	-89.059422
436	0.237832	15000	-0.133391	-89.192812
437	0.236778	15000	-0.133297	-89.326110
438	0.235726	15000	-0.132914	-89.459023
439	0.234677	15000	-0.132167	-89.591190
440	0.233630	15000	-0.131530	-89.722721
441	0.232587	15000	-0.131747	-89.854467
442	0.231546	15000	-0.131748	-89.986215
443	0.230509	15000	-0.131852	-90.118067
444	0.229473	15000	-0.130496	-90.248563
445	0.228441	15000	-0.131200	-90.379763
446	0.227412	15000	-0.130145	-90.509909
447	0.226385	15000	-0.130094	-90.640003
448	0.225361	15000	-0.130083	-90.770086
449	0.224340	15000	-0.129103	-90.899189
450	0.223322	15000	-0.129177	-91.028366
451	0.222306	15000	-0.128172	-91.156538
452	0.221293	15000	-0.128238	-91.284776
453	0.220283	15000	-0.128466	-91.413242
454	0.219276	15000	-0.128224	-91.541466
455	0.218272	15000	-0.127761	-91.669227
456	0.217270	15000	-0.126664	-91.795891
457	0.216271	15000	-0.126916	-91.922807
458	0.215275	15000	-0.126445	-92.049252
459	0.214281	15000	-0.125847	-92.175099
460	0.213291	15000	-0.126978	-92.302077
461	0.212303	15000	-0.126494	-92.428571
462	0.211318	15000	-0.126066	-92.554636
463	0.210335	15000	-0.125034	-92.679670
464	0.209356	15000	-0.125305	-92.804976
465	0.208379	15000	-0.124873	-92.929849
466	0.207404	15000	-0.124986	-93.054834
467	0.206433	15000	-0.123919	-93.178754
468	0.205464	15000	-0.123815	-93.302569
469	0.204498	15000	-0.123692	-93.426260
470	0.203535	15000	-0.123205	-93.549465
471	0.202575	15000	-0.122768	-93.672233
472	0.201617	15000	-0.122583	-93.794816
473	0.200662	15000	-0.121715	-93.916531
474	0.199709	15000	-0.121670	-94.038201
475	0.198760	15000	-0.121807	-94.160008
476	0.197813	15000	-0.120898	-94.280906
477	0.196869	15000	-0.122155	-94.403061
478	0.195927	15000	-0.121218	-94.524279
479	0.194988	15000	-0.121103	-94.645382
480	0.194052	15000	-0.119265	-94.764647
481	0.193119	15000	-0.120052	-94.884699
482	0.192188	15000	-0.119228	-95.003927
483	0.191260	15000	-0.119379	-95.123306
484	0.190335	15000	-0.120575	-95.243881
485	0.189412	15000	-0.118921	-95.362802
486	0.188492	15000	-0.118805	-95.481607
487	0.187575	15000	-0.117489	-95.599096
488	0.186660	15000	-0.118276	-95.717371
489	0.185749	15000	-0.117393	-95.834764
490	0.184839	15000	-0.117682	-95.952446
491	0.183933	15000	-0.117442	-96.069888
492	0.183029	15000	-0.116686	-96.186573
493	0.182128	15000	-0.115777	-96.302350
494	0.181229	15000	-0.115884	-96.418233
495	0.180333	15000	-0.116359	-96.534592
496	0.179440	15000	-0.115584	-96.650176
497	0.178550	15000	-0.115318	-96.765494
498	0.177662	15000	-0.114994	-96.880488
499	0.176777	15000	-0.115376	-96.995864
500	0.175894	15000	-0.114417	-97.110281
501	0.175014	15000	-0.113281	-97.223562
502	0.174137	15000	-0.114958	-97.338520
503	0.173262	15000	-0.114082	-97.452602
504	0.172390	15000	-0.114938	-97.567539
505	0.171521	15000	-0.113603	-97.681143
506	0.170654	15000	-0.112529	-97.793672
507	0.169790	15000	-0.112273	-97.905945
508	0.168929	15000	-0.112568	-98.018513
509	0.168070	15000	-0.112944	-98.131457
510	0.167214	15000	-0.111186	-98.242644
511	0.166360	15000	-0.111362	-98.354006
512	0.165509	15000	-0.110758	-98.464764
513	0.164661	15000	-0.110105	-98.574869
514	0.163815	15000	-0.110432	-98.685301
515	0.162972	15000	-0.110537	-98.795837
516	0.162132	15000	-0.110345	-98.906183
517	0.161294	15000	-0.110329	-99.016512
518	0.160458	15000	-0.108947	-99.125458
519	0.159626	15000	-0.109694	-99.235153
520	0.158796	15000	-0.109526	-99.344679
521	0.157968	15000	-0.108202	-99.452881
522	0.157143	15000	-0.108139	-99.561020
523	0.156321	15000	-0.108532	-99.669552
524	0.155501	15000	-0.108036	-99.777587
525	0.154684	15000	-0.107618	-99.885206
526	0.153870	15000	-0.108052	-99.993258
527	0.153058	15000	-0.107528	-100.100786
528	0.152248	15000	-0.107068	-100.207853
529	0.151441	15000	-0.106743	-100.314596
530	0.150637	15000	-0.105765	-100.420361
531	0.149835	15000	-0.107044	-100.527405
532	0.149036	15000	-0.105032	-100.632437
533	0.148240	15000	-0.104886	-100.737324
534	0.147446	15000	-0.104285	-100.841609
535	0.146654	15000	-0.104616	-100.946225
536	0.145865	15000	-0.104061	-101.050286
537	0.145079	15000	-0.104684	-101.154970
538	0.144295	15000	-0.103567	-101.258537
539	0.143514	15000	-0.102989	-101.361527
540	0.142735	15000	-0.103281	-101.464807
541	0.141959	15000	-0.103374	-101.568181
542	0.141186	15000	-0.103025	-101.671206
543	0.140415	15000	-0.103438	-101.774644
544	0.139646	15000	-0.101668	-101.876312
545	0.138880	15000	-0.102140	-101.978451
546	0.138116	15000	-0.103268	-102.081719
547	0.137356	15000	-0.100980	-102.182699
548	0.136597	15000	-0.100604	-102.283303
549	0.135841	15000	-0.101334	-102.384637
550	0.135088	15000	-0.101447	-102.486084
551	0.134337	15000	-0.100780	-102.586864
552	0.133588	15000	-0.099619	-102.686483
553	0.132843	15000	-0.100591	-102.787074
554	0.132099	15000	-0.098701	-102.885775
555	0.131358	15000	-0.099278	-102.985054
556	0.130620	15000	-0.098878	-103.083932
557	0.129884	15000	-0.098426	-103.182358
558	0.129151	15000	-0.098760	-103.281117
559	0.128420	15000	-0.099112	-103.380229
560	0.127691	15000	-0.098125	-103.478354
561	0.126965	15000	-0.097449	-103.575803
562	0.126242	15000	-0.097130	-103.672933
563	0.125521	15000	-0.097583	-103.770516
564	0.124802	15000	-0.097490	-103.868006
565	0.124086	15000	-0.096388	-103.964394
566	0.123373	15000	-0.095959	-104.060353
567	0.122662	15000	-0.096735	-104.157088
568	0.121953	15000	-0.096612	-104.253700
569	0.121247	15000	-0.095143	-104.348843
570	0.120543	15000	-0.095360	-104.444203
571	0.119842	15000	-0.094977	-104.539180
572	0.119143	15000	-0.095318	-104.634498
573	0.118447	15000	-0.094377	-104.728875
574	0.117753	15000	-0.093906	-104.822781
575	0.117062	15000	-0.094133	-104.916914
576	0.116373	15000	-0.094025	-105.010939
577	0.115686	15000	-0.093692	-105.104631
578	0.115002	15000	-0.093909	-105.198540
579	0.114320	15000	-0.094523	-105.293062
580	0.113641	15000	-0.093628	-105.386690
581	0.112964	15000	-0.093260	-105.479951
582	0.112290	15000	-0.092356	-105.572306
583	0.111618	15000	-0.093117	-105.665423
584	0.110948	15000	-0.092701	-105.758124
585	0.110281	15000	-0.092225	-105.850348
586	0.109616	15000	-0.091010	-105.941359
587	0.108954	15000	-0.091206	-106.032564
588	0.108294	15000	-0.091423	-106.123987
589	0.107637	15000	-0.091187	-106.215174
590	0.106981	15000	-0.091090	-106.306264
591	0.106329	15000	-0.089556	-106.395821
592	0.105678	15000	-0.090917	-106.486738
593	0.105030	15000	-0.089917	-106.576656
594	0.104385	15000	-0.090586	-106.667242
595	0.103742	15000	-0.091166	-106.758408
596	0.103101	15000	-0.088022	-106.846430
597	0.102463	15000	-0.089322	-106.935752
598	0.101827	15000	-0.088261	-107.024014
599	0.101193	15000	-0.088273	-107.112287
600	0.100562	15000	-0.088057	-107.200344
601	0.099933	15000	-0.087665	-107.288009
602	0.099306	15000	-0.087876	-107.375885
603	0.098682	15000	-0.087953	-107.463838
604	0.098060	15000	-0.087838	-107.551676
605	0.097441	15000	-0.087277	-107.638953
606	0.096824	15000	-0.086612	-107.725565
607	0.096209	15000	-0.085803	-107.811368
608	0.095596	15000	-0.085978	-107.897347
609	0.094986	15000	-0.086194	-107.983541
610	0.094379	15000	-0.084735	-108.068276
611	0.093773	15000	-0.085166	-108.153442
612	0.093170	15000	-0.085367	-108.238809
613	0.092570	15000	-0.084776	-108.323585
614	0.091971	15000	-0.084472	-108.408056
615	0.091375	15000	-0.084781	-108.492837
616	0.090781	15000	-0.085230	-108.578067
617	0.090190	15000	-0.084323	-108.662391
618	0.089601	15000	-0.084200	-108.746590
619	0.089014	15000	-0.083191	-108.829782
620	0.088430	15000	-0.083623	-108.913404
621	0.087848	15000	-0.083936	-108.997341
622	0.087268	15000	-0.084033	-109.081374
623	0.086690	15000	-0.082881	-109.164254
624	0.086115	15000	-0.081700	-109.245955
625	0.085542	15000	-0.081939	-109.327893
626	0.084971	15000	-0.083200	-109.411093
627	0.084403	15000	-0.081544	-109.492637
628	0.083837	15000	-0.081128	-109.573765
629	0.083273	15000	-0.081536	-109.655301
630	0.082712	15000	-0.081509	-109.736810
631	0.082152	15000	-0.079845	-109.816656
632	0.081595	15000	-0.081150	-109.897805
633	0.081041	15000	-0.080161	-109.977966
634	0.080488	15000	-0.081039	-110.059004
635	0.079938	15000	-0.079653	-110.138657
636	0.079390	15000	-0.079207	-110.217864
637	0.078845	15000	-0.079457	-110.297321
638	0.078301	15000	-0.079854	-110.377175
639	0.077760	15000	-0.079532	-110.456707
640	0.077221	15000	-0.079731	-110.536438
641	0.076684	15000	-0.078756	-110.615194
642	0.076150	15000	-0.078722	-110.693916
643	0.075618	15000	-0.078760	-110.772676
644	0.075088	15000	-0.078483	-110.851159
645	0.074560	15000	-0.077601	-110.928761
646	0.074035	15000	-0.076816	-111.005577
647	0.073512	15000	-0.077804	-111.083381
648	0.072991	15000	-0.077677	-111.161057
649	0.072472	15000	-0.077196	-111.238253
650	0.071955	15000	-0.076457	-111.314710
651	0.071441	15000	-0.077373	-111.392083
652	0.070929	15000	-0.076804	-111.468888
653	0.070419	15000	-0.076838	-111.545726
654	0.069911	15000	-0.075688	-111.621414
655	0.069406	15000	-0.076745	-111.698159
656	0.068903	15000	-0.075130	-111.773288
657	0.068401	15000	-0.075530	-111.848818
658	0.067903	15000	-0.075228	-111.924047
659	0.067406	15000	-0.074193	-111.998239
660	0.066911	15000	-0.074952	-112.073191
661	0.066419	15000	-0.074952	-112.148143
662	0.065929	15000	-0.075425	-112.223568
663	0.065441	15000	-0.074514	-112.298082
664	0.064955	15000	-0.072653	-112.370736
665	0.064471	15000	-0.073412	-112.444148
666	0.063990	15000	-0.073629	-112.517777
667	0.063510	15000	-0.073539	-112.591316
668	0.063033	15000	-0.072509	-112.663824
669	0.062558	15000	-0.073059	-112.736883
670	0.062085	15000	-0.073313	-112.810196
671	0.061615	15000	-0.072736	-112.882932
672	0.061146	15000	-0.072296	-112.955229
673	0.060680	15000	-0.071155	-113.026384
674	0.060216	15000	-0.071525	-113.097909
675	0.059753	15000	-0.072110	-113.170019
676	0.059293	15000	-0.070829	-113.240848
677	0.058836	15000	-0.071717	-113.312565
678	0.058380	15000	-0.071445	-113.384009
679	0.057926	15000	-0.070204	-113.454213
680	0.057475	15000	-0.070575	-113.524788
681	0.057025	15000	-0.071231	-113.596019
682	0.056578	15000	-0.069592	-113.665611
683	0.056133	15000	-0.069594	-113.735205
684	0.055690	15000	-0.070031	-113.805236
685	0.055249	15000	-0.070419	-113.875655
686	0.054810	15000	-0.070164	-113.945819
687	0.054373	15000	-0.068780	-114.014600
688	0.053939	15000	-0.069153	-114.083753
689	0.053506	15000	-0.067449	-114.151202
690	0.053076	15000	-0.067451	-114.218653
691	0.052647	15000	-0.067952	-114.286605
692	0.052221	15000	-0.068756	-114.355361
693	0.051797	15000	-0.066979	-114.422340
694	0.051375	15000	-0.067853	-114.490194
695	0.050955	15000	-0.067127	-114.557321
696	0.050537	15000	-0.066432	-114.623753
697	0.050121	15000	-0.066826	-114.690579
698	0.049707	15000	-0.066405	-114.756984
699	0.049295	15000	-0.066265	-114.823250
700	0.048885	15000	-0.066518	-114.889768
701	0.048478	15000	-0.065252	-114.955020
702	0.048072	15000	-0.066260	-115.021280
703	0.047668	15000	-0.064732	-115.086012
704	0.047267	15000	-0.065033	-115.151045
705	0.046867	15000	-0.065032	-115.216077
706	0.046470	15000	-0.065810	-115.281887
707	0.046074	15000	-0.065257	-115.347144
708	0.045681	15000	-0.064787	-115.411930
709	0.045289	15000	-0.064203	-115.476134
710	0.044900	15000	-0.064561	-115.540694
711	0.044512	15000	-0.063736	-115.604431
712	0.044127	15000	-0.063748	-115.668179
713	0.043744	15000	-0.064459	-115.732638
714	0.043362	15000	-0.063610	-115.796247
715	0.042983	15000	-0.062394	-115.858641
716	0.042606	15000	-0.063066	-115.921707
717	0.042230	15000	-0.062369	-115.984076
718	0.041857	15000	-0.063115	-116.047191
719	0.041485	15000	-0.062571	-116.109762
720	0.041116	15000	-0.062324	-116.172086
721	0.040749	15000	-0.061934	-116.234020
722	0.040383	15000	-0.060616	-116.294636
723	0.040020	15000	-0.061604	-116.356239
724	0.039658	15000	-0.060702	-116.416942
725	0.039299	15000	-0.061384	-116.478325
726	0.038941	15000	-0.061541	-116.539866
727	0.038585	15000	-0.061290	-116.601156
728	0.038232	15000	-0.060399	-116.661555
729	0.037880	15000	-0.060349	-116.721904
730	0.037530	15000	-0.059782	-116.781686
731	0.037182	15000	-0.059536	-116.841221
732	0.036836	15000	-0.058386	-116.899608
733	0.036493	15000	-0.059314	-116.958922
734	0.036151	15000	-0.059559	-117.018481
735	0.035810	15000	-0.058478	-117.076959
736	0.035472	15000	-0.059222	-117.136181
737	0.035136	15000	-0.058450	-117.194631
738	0.034802	15000	-0.058834	-117.253464
739	0.034469	15000	-0.058277	-117.311741
740	0.034139	15000	-0.058151	-117.369892
741	0.033810	15000	-0.057249	-117.427141
742	0.033484	15000	-0.057127	-117.484268
743	0.033159	15000	-0.057356	-117.541624
744	0.032836	15000	-0.057982	-117.599606
745	0.032515	15000	-0.057164	-117.656769
746	0.032196	15000	-0.057557	-117.714327
747	0.031879	15000	-0.056458	-117.770784
748	0.031563	15000	-0.056266	-117.827051
749	0.031250	15000	-0.056175	-117.883225
750	0.030938	15000	-0.056563	-117.939788
751	0.030629	15000	-0.055574	-117.995363
752	0.030321	15000	-0.055207	-118.050569
753	0.030015	15000	-0.055600	-118.106170
754	0.029711	15000	-0.055488	-118.161658
